Month,Start Date,End Date,Duration,Time,Event,Location,,Event Type,Tier,Target Garage,Partner / Agreement,Recurring,Event Website,MG Landing Page,Marketing Start Date,Expected Attendance,SEM Needs,Contact,Partner Rates,Total Comp Validations,12 Hr Drive-Up,24 Hr Drive-Up,MG/Parking.Com Rate,Spothero Rate,Parkwhiz Rate,Notes
October,"Thu, Oct 3","Thu, Oct 3", 1 ,8:00 PM,Kaleo,Chicago Theatre,-,Performance,Tier 3,,,,https://www.msg.com/calendar/the-chicago-theatre-october-2024-kaleo/07006098EE7E3976,,,,,,,,,,,,,
October,"Fri, Oct 4","Sun, Oct 6", 2 ,Various,Eschenbach with Lucas & Arthur Jussen,Chicago Symphony Orchestra,Chicago Symphony Orchestra,Performance,Tier 3,,Yes,,https://cso.org/performances/24-25/cso-classical/eschenbach-jussen/,,,,,,,,,,,,,
October,"Fri, Oct 4","Fri, Oct 4", 1 ,8:00 PM,Anderson .Paak and the Free Nationals,Huntington Bank Pavilion | Northerly Island,Huntington Bank Pavilion,Performance,Tier 3,,,,https://www.ticketsqueeze.com/tickets/6533557/buy-tickets,,,,,,,,,,,,,
October,"Fri, Oct 4","Fri, Oct 4", 1 ,8:00 PM,MrBallen,Chicago Theatre,-,Performance,Tier 3,,,,https://www.msg.com/calendar/the-chicago-theatre-october-2024-mrballen/070060D5AF743FA8,,,,,,,,,,,,,
October,"Fri, Oct 4","Fri, Oct 4", 1 ,7:30 PM,Leonora,Studebaker Theater,Fine Arts Building,Performance,Tier 3,,,,https://www.fineartsbuilding.com/events/leonora/,,,,,,,,,,,,,
October,"Sat, Oct 5","Sat, Oct 5", 1 ,7:30 PM,Michael Kiwanuka & Brittany Howard,Chicago Theatre,-,Performance,Tier 3,,,,https://www.msg.com/calendar/the-chicago-theatre-october-2024-michael-kiwanuka-brittany-howard/070060F2A1E2195C,,,,,,,,,,,,,
October,"Sat, Oct 5","Sat, Oct 5", 1 ,5:00 PM,St Jude Dream Event,Jay Pritzker Pavilion,St. Jude Chicago,Race,,,,Yes,https://www.stjude.org/give/dream-chicago.html,,,"2,000",,,,,,,,,,
October,"Sat, Oct 5","Sat, Oct 5", 1 ,6 AM - 12 PM,Making Strides Against Breast Cancer,Soldier Field,Soldier Field,Race,N/A,,,Yes,https://secure.acsevents.org/site/STR?pg=entry&fr_id=108748,,,"7,000",,,,,,,,,,
October,"Sun, Oct 6","Sun, Oct 6", 1 ,12:00 PM,Bears vs Carolina Panthers,Soldier Field,Soldier Field,Game,,,,,hhttps://www.soldierfield.com/events/detail/chicago-bears-vs-carolina-panthers-1,,,,,,,,,,,,,
October,"Sun, Oct 6","Sun, Oct 6", 1 ,3:00 PM,Leonora,Studebaker Theater,Fine Arts Building,Performance,Tier 3,,,,https://www.fineartsbuilding.com/events/leonora/,,,,,,,,,,,,,
October,"Tue, Oct 8","Tue, Oct 8", 1 ,5:30 PM,Get Lit: Rise of the Dragons,American Writers Museum,-,Community,Tier 3,,,,https://americanwritersmuseum.org/program-calendar/get-lit-rise-of-the-dragons/,,,,,,,,,,,,,
October,"Tue, Oct 8","Tue, Oct 8", 1 ,7:30 PM,Jordi Savall — Monteverdi: A Baroque Revolution,Chicago Symphony Orchestra,Chicago Symphony Orchestra,Performance,Tier 3,,Yes,,https://cso.org/performances/24-25/scp-chamber/jordi-savall/,,,,,,,,,,,,,
October,"Tue, Oct 8","Tue, Oct 8", 1 ,8:00 PM,AIR – Play Moon Safari,Auditorium Theatre,Auditorium Theatre,Performance,Tier 3,,,,https://auditoriumtheatre.org/events-details/air-play-moon-safari/,,,,,,,,,,,,,
October,"Wed, Oct 9","Wed, Oct 9", 1 ,9 AM - 5 PM,Field Museum free days,Field Museum,-,Community,Tier 3,,,,https://www.nbcchicago.com/news/local/chicago-free-museum-days-for-summer-2024-shedd-aquarium-chicago-botanic-garden-and-more/3449211/,,,,,,,,,,,,,
October,"Wed, Oct 9","Wed, Oct 9", 1 ,4 PM - 10 PM,Adler free days,Adler Planetarium,-,Community,Tier 3,,,,https://www.adlerplanetarium.org/visit/tickets/special-offers/,,,,,,,,,,,,,
October,"Thu, Oct 10","Sat, Oct 12", 2 ,5:00 PM,John Summit,Huntington Bank Pavilion | Northerly Island,Huntington Bank Pavilion,Performance,Tier 3,,,,https://www.ticketsqueeze.com/tickets/6508767/buy-tickets,,,,,,,,,,,,,
October,"Thu, Oct 10","Fri, Oct 11", 1 ,Various,Alsop & Vondráček,Chicago Symphony Orchestra,Chicago Symphony Orchestra,Performance,Tier 3,,Yes,,https://cso.org/performances/24-25/cso-classical/alsop-and-vondracek/,,,,,,,,,,,,,
October,"Thu, Oct 10","Thu, Oct 10", 1 ,7:30 PM,Wait Wait... Don't Tell Me,Studebaker Theater,Fine Arts Building,Performance,Tier 3,,,,https://www.fineartsbuilding.com/events/wait-wait-dont-tell-me/,,,,,,,,,,,,,
October,"Thu, Oct 10","Thu, Oct 10", 1 ,7:00 PM,MEX Talks,Harris Theater,Harris Theater,Performance,Tier 3,,,,https://www.harristheaterchicago.org/performance/mex-talks,,,,,,,,,,,,,
October,"Fri, Oct 11","Fri, Oct 11", 1 ,7:00 PM,Open Mic,Studebaker Theater,Fine Arts Building,Performance,Tier 3,,,,https://www.fineartsbuilding.com/events/open-mic/,,,,,,,,,,,,,
October,"Fri, Oct 11","Fri, Oct 11", 1 ,7:00 PM,Ronny Chieng,Chicago Theatre,-,Performance,Tier 3,,,,https://www.msg.com/calendar/the-chicago-theatre-october-2024-ronny-chieng/070060D38E011E42,,,,,,,,,,,,,
October,"Fri, Oct 11","Fri, Oct 11", 1 ,8:00 PM,Chicago Philharmonic presents an evening with Sleeping At Last,Harris Theater,Harris Theater,Performance,Tier 3,,Yes,,https://www.harristheaterchicago.org/performance/sleeping-at-last,,,,,,,,,,,,,
October,"Fri, Oct 11","Fri, Oct 11", 1 ,7:30 PM,Hip-Hop Orchestra in Chicago!,Auditorium Theatre,Auditorium Theatre,Performance,Tier 3,,,,https://auditoriumtheatre.org/events-details/hip-hop-orchestra/,,,,,,,,,,,,,
October,"Sat, Oct 12","Sat, Oct 12", 1 ,8:00 PM,An Evening With ANOHNI and the Johnsons: It’s Time to Feel What’s Really Happening,Chicago Symphony Orchestra,Chicago Symphony Orchestra,Performance,Tier 3,,,,https://cso.org/performances/24-25/rentals/anonhi/,,,,,,,,,,,,,
October,"Sat, Oct 12","Sat, Oct 12", 1 ,7:00 PM,Emmanuel,Chicago Theatre,-,Performance,Tier 3,,,,https://www.msg.com/calendar/the-chicago-theatre-october-2024-emmanuel/070060A1B5DC30D5,,,,,,,,,,,,,
October,"Sat, Oct 12","Sat, Oct 12", 1 ,7:30 PM,Chicago Philharmonic presents an evening with Sleeping At Last,Harris Theater,Harris Theater,Performance,Tier 3,,Yes,,https://www.harristheaterchicago.org/performance/sleeping-at-last,,,,,,,,,,,,,
October,"Sat, Oct 12","Sat, Oct 12", 1 ,8:00 PM,Sonic Symphony,Auditorium Theatre,Auditorium Theatre,Performance,Tier 3,,,,https://auditoriumtheatre.org/events-details/sonic-symphony-2024/,,,,,,,,,,,,,
October,"Sun, Oct 13","Sun, Oct 13", 1 ,3:00 PM,Film Screening: “Dungeons & Dragons: Honor Among Thieves”,American Writers Museum,-,Community,Tier 3,,,,https://americanwritersmuseum.org/program-calendar/film-screening-dungeons-and-dragons-honor-among-thieves/,,,,,,,,,,,,,
October,"Sun, Oct 13","Sun, Oct 13", 1 ,7:00 PM,Hillary Clinton Live,Auditorium Theatre,Auditorium Theatre,Performance,Tier 3,,,,https://auditoriumtheatre.org/events-details/hillary-clinton-live/,,,,,,,,,,,,,
October,"Sun, Oct 13","Sun, Oct 13", 1 ,6 AM to 2 PM,BOA Chicago Marathon,Grant Park,Chicago Event Management (CEM),Race,,MPG+MLG,Yes,Yes,https://www.chicagomarathon.com/,https://www.millenniumgarages.com/bankofamericamarathon/,,"49,000",,,,,,,,,,
October,"Sun, Oct 13","Sun, Oct 13", 1 ,7:30 PM,Dalal Abu Amneh: Live in Chicago (Benefit Show),Studebaker Theater,Fine Arts Building,Performance,Tier 3,,,,https://www.fineartsbuilding.com/events/dalal-abu-amneh-live-in-chicago/,,,,,,,,,,,,,
October,"Mon, Oct 14","Mon, Oct 14", 1 ,-,Columbus Day/Indigenous Peoples' Day,-,-,Holiday,Tier 4,,,,,,,,,,,,,,,,,
October,"Tue, Oct 15","Wed, Oct 16", 1 ,7:00 PM,The Thorn,Auditorium Theatre,Auditorium Theatre,Performance,Tier 3,,,,https://auditoriumtheatre.org/events-details/the-thorn/,,,,,,,,,,,,,
October,"Tue, Oct 15","Tue, Oct 15", 1 ,6:00 PM,Marilyn Sanders Mobley: Toni Morrison and Geopoetics,American Writers Museum,-,Community,Tier 3,,,,https://americanwritersmuseum.org/program-calendar/marilyn-sanders-mobley-toni-morrison-and-geopoetics-in-person/,,,,,,,,,,,,,
October,"Wed, Oct 16","Wed, Oct 16", 1 ,6:00 PM,Chicago Humanities Festival: Ta-Nehisi Coates: The Message,Harris Theater,Harris Theater,Performance,Tier 3,,,,https://www.harristheaterchicago.org/performance/ta-nehisi-coates,,,,,,,,,,,,,
October,"Wed, Oct 16","Wed, Oct 16", 1 ,8:30 PM,Chicago Humanities Festival: Randy Rainbow’s Low-Hanging Fruit: Pressing Issues From My Gay Agenda,Harris Theater,Harris Theater,Performance,Tier 3,,,,https://www.harristheaterchicago.org/performance/randy-rainbow,,,,,,,,,,,,,
October,"Wed, Oct 16","Wed, Oct 16", 1 ,9 AM - 5 PM,Field Museum free days,Field Museum,-,Community,Tier 3,,,,https://www.nbcchicago.com/news/local/chicago-free-museum-days-for-summer-2024-shedd-aquarium-chicago-botanic-garden-and-more/3449211/,,,,,,,,,,,,,
October,"Wed, Oct 16","Wed, Oct 16", 1 ,4 PM - 10 PM,Adler free days/Adler At Night,Adler Planetarium,-,Community,Tier 3,,,,https://www.adlerplanetarium.org/visit/tickets/special-offers/,,,,,,,,,,,,,
October,"Thu, Oct 17","Sat, Oct 19", 2 ,7:30 PM,Mozart Coronation Mass,Chicago Symphony Orchestra,Chicago Symphony Orchestra,Performance,Tier 3,,Yes,,https://cso.org/performances/24-25/cso-classical/mozart-coronation-mass/,,,,,,,,,,,,,
October,"Thu, Oct 17","Fri, Oct 18", 1 ,Various,School Concert: Philharmonia Fantastique,Chicago Symphony Orchestra,Chicago Symphony Orchestra,Performance,Tier 3,,Yes,,https://cso.org/performances/24-25/school/school-philharmonia-fantastique/,,,,,,,,,,,,,
October,"Thu, Oct 17","Thu, Oct 17", 1 ,7:30 PM,Guido Sant’Anna,Studebaker Theater,Fine Arts Building,Performance,Tier 3,,,,https://www.fineartsbuilding.com/events/guido-santanna/,,,,,,,,,,,,,
October,"Fri, Oct 18","Sun, Oct 20", 2 ,Various,Columbia Weekend 2024,Columbia,Colleges,Community,Tier 3,,,Yes,,,,,,,,,,,,,,
October,"Fri, Oct 18","Fri, Oct 18", 1 ,7:30 PM,Whitney Cummings,Chicago Theatre,-,Performance,Tier 3,,No,,https://www.msg.com/calendar/the-chicago-theatre-october-2024-whitney-cummings/0700605CFD03572D,,,,,,,,,,,,,
October,"Fri, Oct 18","Fri, Oct 18", 1 ,7:30 PM,Absent Moon ,Studebaker Theater,Fine Arts Building,Performance,Tier 3,,,,https://www.fineartsbuilding.com/events/absent-moon/,,,,,,,,,,,,,
October,"Sat, Oct 19","Sat, Oct 19", 1 ,7:30 PM,Carnival of the Animals,Harris Theater,Harris Theater,Performance,Tier 3,,,,https://www.harristheaterchicago.org/performance/carnival-animals,,,,,,,,,,,,,
October,"Sat, Oct 19","Sat, Oct 19", 1 ,5:00 PM,Chicago Fire FC vs. Nashville SC,Soldier Field,Soldier Field,Game,,,,,https://www.soldierfield.com/events/detail/chicago-fire-fc-vs-nashville-sc-1,,,,,,,,,,,,,
October,"Sat, Oct 19","Sat, Oct 19", 1 ,6 PM - 8 PM,Arts In the Dark Parade,State St from Lake to Van Buren,Arts In the Dark,Community,Tier 3,,,,https://artsinthedark.com/attend/,,,,,,,,,,,,,
October,"Sat, Oct 19","Sat, Oct 19", 1 ,7:00 PM,Felipe Esparza,Chicago Theatre,-,Performance,Tier 3,,,,https://www.msg.com/calendar/the-chicago-theatre-october-2024-felipe-esparza/070060A8FDA345D5,,,,,,,,,,,,,
October,"Sat, Oct 19","Sat, Oct 19", 1 ,7:30 PM,Step Afrika!,Auditorium Theatre,Auditorium Theatre,Performance,Tier 3,,,,https://auditoriumtheatre.org/events-details/step-afrika/,,,,,,,,,,,,,
October,"Sat, Oct 19","Sat, Oct 19", 1 ,10 AM to 1 PM,Kendall College Open House,Kendall College,Colleges,Community,Tier 3,,,Yes,https://nl.edu/news-and-events/events/2023/october/kendall-college-open-house/,,,,,,,,,,,,,
October,"Sat, Oct 19","Sat, Oct 19", 1 ,"11 am, 12:45 pm",Philharmonia Fantastique,Chicago Symphony Orchestra,Chicago Symphony Orchestra,Performance,Tier 3,,Yes,,https://cso.org/performances/24-25/cso-for-kids/philharmonia-fantastique/,,,,,,,,,,,,,
October,"Sat, Oct 19","Sat, Oct 19", 1 ,"2 pm, 7:30 pm",Avatar: The Last Airbender In Concert,Cadillac Palace Theatre,Broadway in Chicago,Performance,Tier 3,,,,https://www.broadwayinchicago.com/shows/avatar-the-last-airbender-in-concert/,,,,,,,,,,,,,
October,"Sat, Oct 19","Sat, Oct 19", 1 ,6:30 PM,Field Museum Gala,Field Museum,-,Community,Tier 3,,,,https://www.fieldmuseum.org/our-events/field-museum-gala/field-museum-gala,,,,,,,,,,,,,
October,"Sun, Oct 20","Sun, Oct 20", 1 ,7:00 PM,The Rocky Horror Picture Show,Cadillac Palace Theatre,Broadway in Chicago,Performance,Tier 3,,,,https://www.broadwayinchicago.com/shows/rocky-horror-picture-show/,,,,,,,,,,,,,
October,"Sun, Oct 20","Sun, Oct 20", 1 ,7:30 PM,Film - Aelita: Queen of Mars (WBEZ Event),Studebaker Theater,Fine Arts Building,Performance,Tier 3,,,,https://www.fineartsbuilding.com/events/aelita-queen-of-mars/,,,,,,,,,,,,,
October,"Mon, Oct 21","Mon, Oct 21", 1 ,5:30 PM,3Arts Awards Celebration,Harris Theater,Harris Theater,Community,Tier 3,,,,https://www.harristheaterchicago.org/performance/2024-3arts-awards-celebration,,,,,,,,,,,,,
October,"Tue, Oct 22","Sun, Nov 3", 12 ,Various,Some Like It Hot,Cadillac Palace Theatre,Broadway in Chicago,Performance,Tier 3,,,,https://www.broadwayinchicago.com/shows/some-like-it-hot/,,,,,,,,,,,,,
October,"Tue, Oct 22","Tue, Oct 22", 1 ,7:30 PM,"John Williams, Anne-Sophie Mutter & the CSO",Chicago Symphony Orchestra,Chicago Symphony Orchestra,Performance,Tier 3,,Yes,,https://cso.org/performances/24-25/cso-featured-concerts/williams-mutter-cso/,,,,,,,,,,,,,
October,"Tue, Oct 22","Mon, Oct 21", (1),1:00 PM,Invest for Kids (private event),Harris Theater,Harris Theater,Community,Tier 3,,,,,,,,,,,,,,,,,
October,"Wed, Oct 23","Wed, Oct 23", 1 ,9 AM - 5 PM,Field Museum free days,Field Museum,-,Community,Tier 3,,,,https://www.nbcchicago.com/news/local/chicago-free-museum-days-for-summer-2024-shedd-aquarium-chicago-botanic-garden-and-more/3449211/,,,,,,,,,,,,,
October,"Wed, Oct 23","Wed, Oct 23", 1 ,4 PM - 10 PM,Adler free days/Adler At Night,Adler Planetarium,-,Community,Tier 3,,,,https://www.adlerplanetarium.org/visit/tickets/special-offers/,,,,,,,,,,,,,
October,"Thu, Oct 24","Sat, Oct 26", 2 ,Various,Don Quixote,Chicago Symphony Orchestra,Chicago Symphony Orchestra,Performance,Tier 3,,Yes,,https://cso.org/performances/24-25/cso-classical/don-quixote/,,,,,,,,,,,,,
October,"Thu, Oct 24","Fri, Oct 25", 1 ,8:00 PM,Leon Bridges,Auditorium Theatre,Auditorium Theatre,Performance,Tier 3,,,,https://auditoriumtheatre.org/events-details/the-leon-tour/,,,,,,,,,,,,,
October,"Thu, Oct 24","Thu, Oct 24", 1 ,7:30 PM,Wait Wait... Don't Tell Me,Studebaker Theater,Fine Arts Building,Performance,Tier 3,,,,https://www.fineartsbuilding.com/events/wait-wait-dont-tell-me/,,,,,,,,,,,,,
October,"Thu, Oct 24","Thu, Oct 24", 1 ,"Thu, Oct 24",Kany García,Chicago Theatre,-,Performance,Tier 3,,,,https://www.msg.com/calendar/the-chicago-theatre-october-2024-kany-garcia/070060BFC2E22787,,,,,,,,,,,,,
October,"Fri, Oct 25","Sun, Oct 27", 2 ,7:30 PM,Manual Cinema's Frankenstein,Studebaker Theater,Fine Arts Building,Performance,Tier 3,,,,https://www.fineartsbuilding.com/events/frankenstein/,,,,,,,,,,,,,
October,"Fri, Oct 25","Sat, Oct 26", 1 ,7:30 PM,SOARING Season 62 (Giordano Dance),Harris Theater,Harris Theater,Performance,Tier 3,,,,https://www.harristheaterchicago.org/performance/gdc-soaring,,,,,,,,,,,,,
October,"Fri, Oct 25","Fri, Oct 25", 1 ,8:00 PM,"Charles Lloyd Quartet / Pérez, Patitucci & Blade with Turner",Chicago Symphony Orchestra,Chicago Symphony Orchestra,Performance,Tier 3,,,,https://cso.org/performances/24-25/scp-jazz/charles-lloyd-quartet-legacy-of-wayne-shorter/,,,,,,,,,,,,,
October,"Fri, Oct 25","Fri, Oct 25", 1 ,8:00 PM,Russell Peters,Chicago Theatre,-,Performance,Tier 3,,,,https://www.msg.com/calendar/the-chicago-theatre-october-2024-russell-peters/07006098DBE134BA,,,,,,,,,,,,,
October,"Sat, Oct 26","Sat, Oct 26", 1 ,8:00 PM,Ben Schwartz & Friends,Chicago Theatre,-,Performance,Tier 3,,,,https://www.msg.com/calendar/the-chicago-theatre-october-2024-ben-schwartz-friends/070060CB99890FDA,,,,,,,,,,,,,
October,"Sat, Oct 26","Sat, Oct 26", 1 ,6 AM - 12 PM,Autism Speaks Walk,Soldier Field,Soldier Field,Race,N/A,,,,https://act.autismspeaks.org/site/TR/Walk/Chicagoland?pg=entry&fr_id=7135,,,,,,,,,,,,,
October,"Sat, Oct 26","Sat, Oct 26", 1 ,5 PM - 8 PM,Light the Night,Soldier Field,Soldier Field,Race,N/A,,,,https://www.lightthenight.org/events/chicago,,,,,,,,,,,,,
October,"Sun, Oct 27","Sun, Oct 27", 1 ,7:00 PM,Lila Downs: Día de los Muertos,Chicago Symphony Orchestra,Chicago Symphony Orchestra,Performance,Tier 3,,Yes,,https://cso.org/performances/24-25/scp-featured-concerts/lila-downs-dia-de-muertos/,,,,,,,,,,,,,
October,"Mon, Oct 28","Sat, Nov 2", 5 ,8:00 PM,Sting,Auditorium Theatre,Auditorium Theatre,Performance,Tier 3,,,,https://auditoriumtheatre.org/events-details/sting/,,,,,,,,,,,,,
October,"Mon, Oct 28","Mon, Oct 28", 1 ,7:30 PM,Music of the Baroque: The Elements,Harris Theater,Harris Theater,Performance,Tier 3,,,,https://www.harristheaterchicago.org/performance/elements,,,,,,,,,,,,,
October,"Mon, Oct 28","Mon, Oct 28", 1 ,7:30 PM,Masur Conducts Ortiz & Schumann,Chicago Symphony Orchestra,Chicago Symphony Orchestra,Performance,Tier 3,,,,https://cso.org/performances/24-25/civic-orchestra/civic-ortiz-and-schumann/,,,,,,,,,,,,,
October,"Wed, Oct 30","Wed, Oct 30", 1 ,6:00 PM,Mix at Six: LADAMA,Harris Theater,Harris Theater,Performance,Tier 3,,,,https://www.harristheaterchicago.org/performance/ladama,,,,,,,,,,,,,
October,"Wed, Oct 30","Wed, Oct 30", 1 ,9 AM - 5 PM,Field Museum free days,Field Museum,-,Community,Tier 3,,,,https://www.nbcchicago.com/news/local/chicago-free-museum-days-for-summer-2024-shedd-aquarium-chicago-botanic-garden-and-more/3449211/,,,,,,,,,,,,,
October,"Wed, Oct 30","Wed, Oct 30", 1 ,4 PM - 10 PM,Adler free days/Adler At Night,Adler Planetarium,-,Community,Tier 3,,,,https://www.adlerplanetarium.org/visit/tickets/special-offers/,,,,,,,,,,,,,
October,"Thu, Oct 31","Sun, Nov 3", 3 ,Various,"Muti, Uchida, Emperor & Eroica",Chicago Symphony Orchestra,Chicago Symphony Orchestra,Performance,Tier 3,,Yes,,https://cso.org/performances/24-25/cso-classical/muti-uchida-emperor-and-eroica/,,,,,,,,,,,,,
October,"Thu, Oct 31","Thu, Oct 31", 1 ,7:30 PM,Wait Wait... Don't Tell Me,Studebaker Theater,Fine Arts Building,Performance,Tier 3,,,,https://www.fineartsbuilding.com/events/wait-wait-dont-tell-me/,,,,,,,,,,,,,
October,"Thu, Oct 31","Thu, Oct 31", 1 ,-,Halloween,-,-,Holiday,Tier 4,,,,,,,,,,,,,,,,,
November,"Fri, Nov 1","Fri, Nov 1", 1 ,8:00 PM,Corey Holcomb,Chicago Theatre,-,Performance,Tier 3,,,,https://www.msg.com/calendar/the-chicago-theatre-november-2024-corey-holcomb/070060E3F76A4B1E,,,,,,,,,,,,,
November,"Fri, Nov 1","Fri, Nov 1", 1 ,8:00 PM,KS6: Small Forward,Studebaker Theater,Fine Arts Building,Performance,Tier 3,,,,https://www.fineartsbuilding.com/events/ks6-small-forward/,,,,,,,,,,,,,
November,"Sat, Nov 2","Sun, Nov 3", 1 ,Various,A Night of Motown,Studebaker Theater,Fine Arts Building,Performance,Tier 3,,,,https://www.fineartsbuilding.com/events/a-night-of-motown/,,,,,,,,,,,,,
November,"Sat, Nov 2","Sat, Nov 2", 1 ,7:00 PM,26th Annual National Cuatro Festival,Harris Theater,Harris Theater,Performance,Tier 3,,,,https://www.harristheaterchicago.org/performance/26th-annual-national-cuatro-festival,,,,,,,,,,,,,
November,"Sat, Nov 2","Sat, Nov 2", 1 ,7:00 PM,Sarah Silverman,Chicago Theatre,-,Performance,Tier 3,,,,https://www.msg.com/calendar/the-chicago-theatre-november-2024-sarah-silverman/070060C6D9D83088,,,,,,,,,,,,,
November,"Sun, Nov 3","Sun, Nov 3", 1 ,3:30 PM,A Taste of Ireland - The Irish Music & Dance Sensation,Harris Theater,Harris Theater,Performance,Tier 3,,,,https://www.harristheaterchicago.org/performance/taste-ireland,,,,,,,,,,,,,
November,"Sun, Nov 3","Sun, Nov 3", 1 ,8:00 PM,Dan and Phil,Chicago Theatre,-,Performance,Tier 3,,,,https://www.msg.com/calendar/the-chicago-theatre-november-2024-dan-and-phil/070060D8BD242F41,,,,,,,,,,,,,
November,"Sun, Nov 3","Sun, Nov 3", 1 ,12 PM to 10 PM,Allstate Hot Chocolate 15K and 5K,"Grant Park
Butler Field",Ventures Endurance,Race,,MLG,,Yes,https://hotchocolate15k.com/city/chicago/,https://www.millenniumgarages.com/hot-chocolate-5k/,,"30,000",,,,,,,,,,
November,"Tue, Nov 5","Tue, Nov 5", 1 ,-,Election Day,-,-,Holiday,Tier 4,,,,,,,,,,,,,,,,,
November,"Wed, Nov 6","Wed, Nov 6", 1 ,9 AM - 5 PM,Field Museum free days,Field Museum,-,Community,Tier 3,,,,https://www.nbcchicago.com/news/local/chicago-free-museum-days-for-summer-2024-shedd-aquarium-chicago-botanic-garden-and-more/3449211/,,,,,,,,,,,,,
November,"Wed, Nov 6","Wed, Nov 6", 1 ,5:30 PM - 8:30 PM,After 5 at the Field,Field Museum,-,Community,Tier 3,,,,https://www.fieldmuseum.org/our-events/after-5-at-the-field/after-5-at-the-field-11-06-2024,,,,,,,,,,,,,
November,"Wed, Nov 6","Wed, Nov 6", 1 ,4 PM - 10 PM,Adler free days/Adler At Night,Adler Planetarium,-,Community,Tier 3,,,,https://www.adlerplanetarium.org/visit/tickets/special-offers/,,,,,,,,,,,,,
November,"Wed, Nov 6","Wed, Nov 6", 1 ,7:30 PM,Dreamcatcher,Chicago Theatre,-,Performance,Tier 3,,,,https://www.msg.com/calendar/the-chicago-theatre-november-2024-dreamcatcher/070060E2BD892A58,,,,,,,,,,,,,
November,"Thu, Nov 7","Thu, Nov 7", 1 ,7:30 PM,Silkroad Ensemble: American Railroad,Harris Theater,Harris Theater,Performance,Tier 3,,,,https://www.harristheaterchicago.org/performance/american-railroad,,,,,,,,,,,,,
November,"Thu, Nov 7","Thu, Nov 7", 1 ,7:30 PM,King Diamond,Chicago Theatre,-,Performance,Tier 3,,,,https://www.msg.com/calendar/the-chicago-theatre-november-2024-king-diamond/070060F8CE8F2F1C,,,,,,,,,,,,,
November,"Thu, Nov 7","Thu, Nov 7", 1 ,7:30 PM,Wait Wait... Don't Tell Me,Studebaker Theater,Fine Arts Building,Performance,Tier 3,,,,https://www.fineartsbuilding.com/events/wait-wait-dont-tell-me/,,,,,,,,,,,,,
November,"Fri, Nov 8","Sun, Dec 1", 23 ,Various,Dog Man: The Musical,Studebaker Theater,Fine Arts Building,Performance,Tier 3,,,,https://www.fineartsbuilding.com/events/dog-man/,,,,,,,,,,,,,
November,"Fri, Nov 8","Sat, Nov 9", 1 ,7:30 PM,Muti & the CSO,Chicago Symphony Orchestra,Chicago Symphony Orchestra,Performance,Tier 3,,Yes,,https://cso.org/performances/24-25/cso-classical/muti-and-the-cso/,,,,,,,,,,,,,
November,"Fri, Nov 8","Sat, Nov 9", 1 ,"7:30 PM, 5 PM",A Conversation with Larry David,Chicago Theatre,-,Performance,Tier 3,,,,https://www.msg.com/calendar/the-chicago-theatre-november-2024-a-conversation-with-larry-david/07006124E84A415D,,,,,,,,,,,,,
November,"Fri, Nov 8","Fri, Nov 8",,7:30 PM,Music Excellence to Foster Alliances for a Better World: UIC supporting surgical training in emerging countries (Thomas Schwan),Harris Theater,Harris Theater,Performance,Tier 3,,,,https://www.harristheaterchicago.org/performance/uic,,,,,,,,,,,,,
November,"Sat, Nov 9","Sat, Nov 9", 1 ,2:00 PM,Notes for Peace,Chicago Symphony Orchestra,Chicago Symphony Orchestra,Performance,Tier 3,,,,https://cso.org/performances/24-25/civic-orchestra/civic-notes-for-peace/,,,,,,,,,,,,,
November,"Sat, Nov 9","Sat, Nov 9", 1 ,7:00 PM,Charbria Shine's Single Woman Chronicles the Stage Play,Harris Theater,Harris Theater,Performance,Tier 3,,,,https://www.harristheaterchicago.org/performance/single-woman-chronicles,,,,,,,,,,,,,
November,"Sat, Nov 9","Sat, Nov 9", 1 ,8:00 PM,Mark Normand,Chicago Theatre,-,Performance,Tier 3,,,,https://www.msg.com/calendar/the-chicago-theatre-november-2024-mark-normand/0700608BDA4C3201,,,,,,,,,,,,,
November,"Sat, Nov 9","Sat, Nov 9", 1 ,7:30 PM,Bram Stoker’s Dracula in Concert,Auditorium Theatre,Auditorium Theatre,Performance,Tier 3,,,,https://auditoriumtheatre.org/events-details/bram-stokers-dracula-in-concert/,,,,,,,,,,,,,
November,"Sun, Nov 10","Sun, Nov 10", 1 ,3:00 PM,Film Screening: “Jumanji” (1995),American Writers Museum,-,Community,Tier 3,,,,https://americanwritersmuseum.org/program-calendar/film-screening-jumanji-1995/,,,,,,,,,,,,,
November,"Sun, Nov 10","Sun, Nov 10", 1 ,5:00 PM,Giggly Squad Live: Club Giggly,Chicago Theatre,-,Performance,Tier 3,,,,https://www.msg.com/calendar/the-chicago-theatre-november-2024-giggly-squad-podcast-live-club-giggly/070060F9A8512A25,,,,,,,,,,,,,
November,"Sun, Nov 10","Sun, Nov 10", 1 ,12:00 PM,Bears vs New England Patriots,Soldier Field,Soldier Field,Game,,,,,https://www.soldierfield.com/events/detail/chicago-bears-vs-new-england-patriots,,,,,,,,,,,,,
November,"Mon, Nov 11","Mon, Nov 11", 1 ,-,Veteran's Day (Federal),-,-,Holiday,Tier 4,,,,,,,,,,,,,,,,,
November,"Tue, Nov 12","Sun, Dec 1", 19 ,Various,Annie,Chicago Theatre,-,Performance,Tier 3,,,,https://www.anniechicago.com/,,,,,,,,,,,,,
